train_loss,train_acc,val_acc,test_acc
5.607855796813965,0.22253521126760564,0.21428571428571427,0.22448979591836735
1.4267622232437134,0.35774647887323946,0.35714285714285715,0.2857142857142857
1.3385717868804932,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.4244682788848877,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3560576438903809,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3152270317077637,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3784359693527222,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3840374946594238,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3933218717575073,0.2056338028169014,0.21428571428571427,0.20408163265306123
1.4733617305755615,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3031121492385864,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3994814157485962,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.301655650138855,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.4184499979019165,0.2056338028169014,0.21428571428571427,0.20408163265306123
1.2710623741149902,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3922277688980103,0.23380281690140844,0.23809523809523808,0.22448979591836735
1.2629013061523438,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.4869377613067627,0.27605633802816903,0.16666666666666666,0.30612244897959184
1.4395190477371216,0.28169014084507044,0.30952380952380953,0.30612244897959184
1.5729546546936035,0.21690140845070421,0.21428571428571427,0.22448979591836735
1.4999687671661377,0.22253521126760564,0.21428571428571427,0.22448979591836735
1.483756422996521,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.414434790611267,0.35492957746478876,0.35714285714285715,0.3469387755102041
1.386511206626892,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.337988257408142,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3005634546279907,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3451414108276367,0.22253521126760564,0.21428571428571427,0.22448979591836735
1.3383573293685913,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3511682748794556,0.28732394366197184,0.23809523809523808,0.2857142857142857
1.420904517173767,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.353600025177002,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.5067614316940308,0.22253521126760564,0.21428571428571427,0.22448979591836735
1.4621907472610474,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.3516181707382202,0.22253521126760564,0.21428571428571427,0.22448979591836735
1.368834376335144,0.35774647887323946,0.35714285714285715,0.3469387755102041
1.4145010709762573,0.35774647887323946,0.35714285714285715,0.3469387755102041
