train_loss          ,train_acc           ,test_acc           ,val_acc
1.4018741846084595  , 36.61971830985915  ,36.734693877551024 ,33.333333333333336
1.252346654733022   , 44.50704225352113  ,44.89795918367347  ,38.095238095238095
1.0582712690035503  , 47.04225352112676  ,32.6530612244898   ,26.19047619047619
0.8842181464036306  , 60.563380281690144 ,36.734693877551024 ,45.23809523809524
0.7424730360507965  , 75.49295774647888  ,44.89795918367347  ,38.095238095238095
0.6246711611747742  , 82.53521126760563  ,44.89795918367347  ,38.095238095238095
0.5159863630930582  , 90.14084507042253  ,53.06122448979592  ,45.23809523809524
0.4301474293073018  , 95.21126760563381  ,46.93877551020408  ,38.095238095238095
0.3645257353782654  , 97.46478873239437  ,46.93877551020408  ,40.476190476190474
0.30029579997062683 , 98.59154929577464  ,53.06122448979592  ,42.857142857142854
0.244473268588384   , 99.71830985915493  ,46.93877551020408  ,45.23809523809524
0.19405031949281693 ,100.0               ,46.93877551020408  ,45.23809523809524
0.16309153785308203 ,100.0               ,48.97959183673469  ,47.61904761904762
0.14981797089179358 ,100.0               ,48.97959183673469  ,45.23809523809524
0.12712253630161285 ,100.0               ,53.06122448979592  ,45.23809523809524
0.10106948514779408 ,100.0               ,48.97959183673469  ,45.23809523809524
0.08801914503177007 ,100.0               ,48.97959183673469  ,45.23809523809524
0.07555769259730975 ,100.0               ,48.97959183673469  ,45.23809523809524
0.06391896679997444 ,100.0               ,51.02040816326531  ,45.23809523809524
0.06721745679775874 ,100.0               ,48.97959183673469  ,47.61904761904762
