Wall time          ,Step ,Value
1701667823.615701  ,1502 ,74.0234375
1701667828.201333  ,1509 ,74.609375
1701667829.983898  ,1510 ,72.8515625
1701667833.0470457 ,1513 ,73.2421875
1701667836.0219052 ,1516 ,76.3671875
1701667857.6578448 ,1528 ,72.265625
1701667864.388128  ,1534 ,75.1953125
1701667866.4902663 ,1538 ,71.484375
1701667886.2885559 ,1548 ,75.9765625
1701667891.5825322 ,1551 ,74.21875
1701667915.4298153 ,1565 ,74.21875
1701667918.5227714 ,1568 ,70.1171875
1701667922.6467307 ,1573 ,71.2890625
1701667924.2981427 ,1576 ,68.1640625
1701667943.4703732 ,1585 ,69.921875
1701667954.706778  ,1596 ,72.4609375
1701667969.6777618 ,1601 ,70.1171875
1701667971.848237  ,1603 ,72.65625
1701668001.5603957 ,1627 ,72.0703125
1701668010.696518  ,1635 ,73.828125
1701668011.4790468 ,1637 ,68.9453125
1701668026.2922337 ,1640 ,72.65625
1701668030.7971337 ,1646 ,71.484375
1701668031.4668224 ,1647 ,71.484375
1701668039.892789  ,1654 ,76.953125
1701668058.998525  ,1662 ,71.09375
1701668063.4352303 ,1666 ,66.40625
1701668067.5134282 ,1670 ,70.8984375
1701668071.8200743 ,1677 ,71.2890625
1701668073.784623  ,1679 ,69.7265625
1701668090.4600353 ,1685 ,70.703125
1701668101.0522    ,1694 ,67.3828125
1701668119.1734095 ,1702 ,74.4140625
1701668121.2919195 ,1704 ,70.703125
1701668124.651545  ,1707 ,70.1171875
1701668127.268793  ,1710 ,68.75
1701668128.0107312 ,1711 ,72.0703125
1701668132.4933014 ,1718 ,68.5546875
1701668147.556901  ,1722 ,69.3359375
1701668148.580534  ,1723 ,66.9921875
1701668154.975155  ,1730 ,70.703125
1701668164.4239414 ,1739 ,67.3828125
1701668178.7958167 ,1743 ,71.09375
1701668181.1735203 ,1745 ,64.84375
1701668190.1175272 ,1754 ,72.65625
1701668210.4761467 ,1765 ,70.8984375
1701668219.7079191 ,1775 ,73.828125
1701668221.705155  ,1777 ,70.8984375
1701668238.7030907 ,1784 ,68.1640625
1701668242.8960779 ,1789 ,70.3125
1701668247.7827513 ,1792 ,66.2109375
1701668265.3491957 ,1800 ,65.625
1701668283.593234  ,1819 ,75.1953125
1701668307.0643208 ,1830 ,71.6796875
1701668311.2699652 ,1838 ,65.8203125
1701668330.4108937 ,1847 ,64.2578125
1701668335.6319413 ,1851 ,70.5078125
1701668355.3502405 ,1860 ,69.921875
1701668360.0957835 ,1865 ,72.8515625
1701668361.190877  ,1866 ,69.140625
1701668362.3122268 ,1867 ,71.6796875
1701668387.4310892 ,1883 ,79.1015625
1701668390.373025  ,1888 ,70.3125
1701668402.5285769 ,1899 ,73.4375
1701668415.9112651 ,1902 ,73.046875
1701668419.6006536 ,1908 ,77.734375
