Wall time,Step,Value
1701727280.134231,6975,82.5
1701727285.3854382,6981,80.75
1701727294.043525,6991,82.75
1701727306.0674021,6996,82.75
1701727307.796617,6998,81.5
1701727310.3814785,7001,80.75
1701727319.8000147,7012,82.25
1701727324.9275696,7018,79.0
1701727341.5843878,7028,78.25
1701727342.429634,7029,80.75
1701727344.147832,7031,77.75
1701727355.234778,7044,84.0
1701727369.647266,7051,79.0
1701727371.3796446,7053,81.5
1701727372.2807138,7054,78.75
1701727403.2455268,7080,80.75
1701727409.2592244,7087,82.25
1701727437.0270367,7110,76.5
1701727442.9889557,7117,82.0
1701727445.4989903,7120,80.75
1701727459.2079635,7126,80.0
1701727500.1064935,7164,80.75
1701727519.565102,7177,80.75
1701727520.4097908,7178,80.75
1701727522.1413414,7180,88.5
1701727527.2961826,7186,78.75
1701727529.8560815,7189,81.75
1701727553.1910532,7207,85.25
1701727560.0441806,7215,80.0
1701727568.517883,7225,77.0
1701727597.3685284,7249,85.0
1701727600.7664988,7253,81.5
1701727615.898322,7261,83.0
1701727619.3426275,7265,86.25
1701727626.9770062,7274,81.25
1701727651.387912,7293,83.75
1701727659.059797,7302,78.0
1701727672.1771882,7308,83.25
1701727690.156305,7329,85.75
1701727702.3757067,7334,80.25
1701727705.8076744,7338,83.5
1701727707.5424585,7340,83.75
1701727718.6119266,7353,85.25
1701727720.3198588,7355,83.25
1701727730.8388798,7358,85.25
1701727735.1380389,7363,85.75
1701727738.5664034,7367,85.5
1701727744.5535326,7374,83.5
1701727747.0928063,7377,84.0
1701727761.912022,7385,84.0
1701727769.5084987,7393,89.75
1701727798.2506185,7417,82.0
1701727804.1978593,7424,87.25
1701727813.5686395,7435,85.25
1701727822.9973695,7436,85.0
1701727825.7579288,7439,87.0
1701727828.3343914,7442,84.25
1701727843.7527153,7460,90.0
1701727855.1218495,7464,85.75
1701727858.5798802,7468,89.75
1701727860.3260653,7470,89.5
1701727870.502591,7482,86.5
1701727894.0603333,7500,84.25
1701727899.1917856,7506,88.25
1701727905.1342368,7513,89.75
1701727914.3702273,7514,87.25
1701727917.8005097,7518,82.0
1701727924.674917,7526,86.75
1701727929.7895038,7532,88.25
1701727947.252711,7543,86.5
1701727948.9856389,7545,86.5
1701727954.1425836,7551,89.0
1701727955.855827,7553,87.5
1701727958.4050505,7556,86.25
1701727960.9553318,7559,90.5
1701727966.0816722,7565,91.75
1701727985.1722875,7577,87.0
1701727992.8547413,7586,86.75
1701728008.3968103,7593,93.75
1701728014.428429,7600,89.5
1701728016.1195796,7602,85.75
1701728017.8363228,7604,88.75
1701728020.385125,7607,91.0
1701728022.0892665,7609,84.0
1701728054.673818,7638,90.75
1701728055.5442405,7639,85.75
1701728067.7261267,7644,88.25
1701728068.6092143,7645,85.0
1701728079.7655191,7658,89.25
1701728081.4473457,7660,87.75
1701728082.3158844,7661,91.25
1701728111.4215267,7685,90.5
1701728151.7266705,7721,89.25
1701728164.614618,7727,90.25
1701728165.488422,7728,90.0
1701728167.2022157,7730,89.25
1701728197.7683074,7756,86.25
1701728198.6184278,7757,85.0
1701728200.3318822,7759,88.75
1701728201.1755161,7760,89.0
1701728202.0500665,7761,86.5
1701728204.597189,7764,89.0
1701728224.8858042,7778,91.75
1701728230.9417837,7785,91.25
1701728238.6692367,7794,89.5
1701728239.5144646,7795,84.75
1701728242.9662173,7799,90.5
